,actual,predicted
6184,24995,42835.6
24275,19995,32078.115
38524,5700,7122.42
5468,133500,52463.594
12281,52900,53125.26
34066,19980,26481.684
23486,124900,70091.59
6856,12500,16892.24
24783,20995,28585.926
5966,12500,20107.402
40160,20199,26746.83
25077,10500,10403.396
28586,39500,42718.055
16417,5800,11245.8125
32340,51800,41145.21
51677,12500,18485.48
2044,48000,57786.246
32927,24900,40149.88
23639,42000,50377.777
42735,27000,46155.4
42658,9495,13991.26
36011,64500,43615.85
43139,53500,33669.867
2157,31380,26454.65
6858,39100,45068.67
19167,25884,35026.44
6313,13000,12577.09
31052,92500,29978.102
6201,30490,14941.652
34683,26500,29023.117
5296,5995,11198.388
18991,23500,17216.652
42335,62890,52833.91
44020,39000,36247.81
26632,12900,19509.344
29904,59500,24080.848
19855,17800,13813.505
32700,132900,67787.89
12919,23500,40136.99
17562,20000,18721.414
5221,33500,39414.816
29819,10200,9023.216
29025,37500,27418.963
15999,159000,54685.754
41794,50500,41078.8
7124,24000,37291.555
30245,19500,33194.938
14267,28906,61543.41
39661,57480,62372.188
7873,40000,31203.967
45405,185950,75598.945
44954,22000,28290.658
48740,36000,33989.934
8573,50000,45301.75
16564,7500,9492.424
44759,48950,54400.4
35296,12000,30201.283
9040,27499,68249.12
31920,35500,25189.643
9286,30999,38443.09
26436,24000,41477.523
5991,12500,26014.984
36424,31500,40495.75
20419,4999,6927.41
33753,20900,45884.45
17826,4500,10170.032
53948,45000,39668.5
45246,72000,42014.4
1198,23000,29560.602
54096,48000,64613.617
14495,15999,9708.686
40536,39999,56987.56
53259,55000,55670.742
44315,40000,61197.97
33967,75000,57880.953
22858,26000,23875.945
45589,43500,31419.812
8092,75000,57621.848
51285,7900,11818.537
20012,15900,16626.246
54164,31900,27477.94
45097,27450,42264.492
48108,103900,32117.13
28462,3850,16962.744
17171,24900,17638.385
15878,19500,20528.217
50916,18500,16226.521
14439,29430,56656.207
31280,159000,67845.41
38058,16750,24442.188
5535,31000,40006.062
2408,33500,29759.365
49346,16750,25578.857
48736,21495,29672.195
29430,19996,40995.336
19960,42995,45593.66
53194,22000,31417.998
52761,84500,62376.13
44782,29500,40481.168
42459,35500,40127.516
28907,33333,31238.062
34293,35750,43494.58
43480,162950,114041.99
2235,19900,24699.465
25348,147500,44341.42
8502,12000,25752.902
31655,41950,40070.0
43614,32100,40901.91
38713,18500,37152.81
33937,19500,62317.7
16389,28900,37916.996
50256,12500,22690.146
34632,6995,13187.436
46398,19800,43584.266
3371,19500,13146.015
13369,33500,23120.35
6597,36000,31069.258
33109,55000,36463.023
1660,15499,16670.498
2938,20800,25218.904
257,46000,66766.21
44781,6500,9770.302
692,17000,24472.197
28913,37000,27603.781
16816,23500,20678.273
24317,135000,27386.229
9927,142998,103599.42
50469,27500,11517.334
17575,32000,41483.812
13694,12000,39541.156
33816,15500,73098.164
39758,76000,61561.754
35511,17800,16793.672
21153,51000,54907.203
24078,19000,8278.274
1408,32000,40664.8
53329,50500,41895.87
26176,20900,25561.705
27637,19950,40650.62
28190,18650,40445.547
29926,44000,64646.25
23981,20995,32623.203
14894,60000,61927.82
40648,16000,21357.426
28804,34000,27784.117
51201,72999,55436.723
52730,34995,33518.258
28356,17500,21658.361
27487,17390,23502.059
29401,54900,71136.77
47990,19750,32455.436
6713,49000,46521.375
36989,59000,42534.71
42522,10000,12845.142
44675,104500,65666.52
51458,50900,38736.14
40964,9500,11978.542
32362,46000,57026.992
33291,37500,28497.928
25758,57000,52833.91
42121,9000,15530.441
37318,4500,12233.022
11733,30499,28087.73
15873,14500,27199.34
9289,11900,27948.713
2025,36250,53283.316
49757,89999,46969.89
14270,68420,37880.492
35514,10750,16529.28
41564,52500,45594.027
10059,22000,22695.44
46563,48000,54917.88
43225,10500,16074.392
12674,28900,38989.17
45590,8700,8985.828
29083,24500,27088.738
18480,50000,45396.22
51516,8500,11226.169
32267,11000,16900.871
32014,45000,12176.216
40046,69500,35342.848
45906,39750,45730.25
33041,23500,26563.684
542,55000,38043.047
31580,15500,16638.69
7819,29500,27612.625
30997,65700,25162.338
30570,11500,10750.923
19873,24950,32083.793
9602,30990,77010.21
4812,24000,22104.656
33899,10995,12228.739
17054,12500,11372.73
637,79999,51741.1
8193,69500,51904.832
27724,50000,67157.97
32224,175000,73088.445
956,19000,35566.188
21937,43500,52541.355
3765,20999,28884.193
29047,39990,39341.883
37658,21000,24942.014
25685,20000,12089.692
509,18500,25139.535
18372,16250,11835.511
7493,12000,21288.445
6157,31700,32721.48
1719,29990,23932.154
31671,15000,8948.74
46291,41500,50079.99
9082,42700,39296.97
36926,72777,47002.312
48474,12500,19586.193
49214,61500,51901.91
24774,26900,18126.412
37705,29990,30672.773
33640,7999,14774.054
51473,17800,17602.371
1867,34900,19222.576
44887,15500,11235.713
54027,50000,36502.316
19482,15000,11384.127
17693,31000,46883.824
26401,11995,47528.598
38489,29500,24576.418
11928,29500,51241.914
21970,15000,9008.905
26918,56000,41631.547
29190,9000,7910.497
47170,40900,46200.4
4526,3500,11841.239
18804,93999,66406.97
33857,31650,40608.953
24406,79500,40736.906
24456,57000,62550.17
42492,66000,40070.0
18125,17500,30314.492
51841,85000,70391.06
23327,5000,20180.975
2530,16500,17382.588
35315,33999,51337.086
24458,15000,8211.368
27297,19000,22743.629
14955,19950,25545.926
41210,23500,32700.332
2465,6000,15512.153
26158,8500,13264.574
7960,44850,49987.18
49784,11900,21661.205
14326,28000,31192.719
48616,17500,30184.832
27669,34645,58829.582
47112,25500,21931.568
38896,14000,20322.084
22987,69000,54673.184
51686,15999,20907.56
45780,92000,65142.34
15578,76500,70855.78
28874,55000,56557.223
43352,22500,40094.684
25744,44400,77294.66
39791,81500,45816.797
13478,24500,9135.989
52307,33000,37944.43
54248,18700,23417.416
38528,29999,48568.81
31898,11500,29355.035
32384,19995,25668.668
10908,6000,10213.258
51913,59800,64494.863
25677,6500,12102.574
15815,55900,40571.848
11903,25980,29925.416
41655,9000,13361.192
47727,7300,12629.299
1063,56000,56893.637
52372,62999,58445.348
26858,15000,22995.652
13123,36995,41169.566
44992,55000,42948.152
46381,31000,33191.73
18464,35500,23714.195
43701,15000,18725.441
10516,43000,48703.266
17763,30000,30850.73
28765,7899,9300.256
14973,29000,30915.93
52505,8500,12219.206
39137,25800,29810.617
27113,24899,36669.832
5740,48000,37682.836
3516,35000,22079.492
4880,89995,84633.92
898,23950,54400.066
44277,47214,39202.375
4645,75000,37157.434
30026,17500,18193.615
45128,9000,33822.035
35542,72000,51856.504
29104,51900,32975.844
46298,18999,17033.912
20036,29900,40345.836
9508,25000,34506.562
27611,11000,22462.771
32247,103000,71528.98
50822,29645,64175.12
48405,3999,11746.173
19601,34000,30575.996
53279,9800,31687.889
22434,54000,78560.61
42317,19780,22727.555
22105,46900,42827.797
17832,31755,58992.926
33956,44000,43115.035
41875,20900,22080.74
21139,7900,13958.854
3939,84500,31917.486
54033,35234,37952.184
11672,81500,67700.875
35539,8500,8128.406
35759,12500,18596.494
15212,18900,11540.663
36277,11500,17556.967
6981,18999,21470.22
3826,17950,16982.94
44091,35500,33805.934
50942,45000,23661.295
9106,96900,53441.668
4209,31700,30876.695
5189,52500,27744.252
48161,21999,25737.27
23432,34999,65551.49
21047,20900,46451.09
30866,23995,49613.16
13175,49900,48868.234
34989,43000,27113.188
28975,10500,16077.27
13224,25000,57532.383
46301,24998,38019.008
5101,16800,17721.664
20736,9000,10365.825
53258,21500,36935.992
53226,24950,22796.098
53854,21500,25937.426
6180,62000,55732.176
39869,26999,19887.53
4899,31900,79768.07
25194,25000,19900.094
16792,41000,56444.766
14902,12000,12629.299
6335,15999,13853.436
597,42000,34349.297
24019,38000,26607.807
48645,62500,67787.89
5452,19000,31864.77
35174,7500,9022.404
14818,48990,42398.957
34380,12500,23345.338
34800,47500,64781.684
27192,27000,27073.684
8839,12000,12165.589
20566,29444,52556.316
31156,21000,38429.73
11058,12995,26902.172
16186,46995,37409.742
24284,30000,20423.459
9291,19995,25382.445
4855,23950,28160.395
52078,27500,44642.98
52935,97555,81442.96
8654,3499,9821.287
7768,21865,37919.613
35436,17500,28053.76
7507,36800,39409.68
43197,35500,56562.668
29297,144900,68866.21
45799,24000,15531.032
22901,69900,42978.54
23664,23000,20071.447
18052,9995,19547.135
8438,64250,54218.48
34267,28825,33306.043
2759,37900,32691.77
18610,6999,10680.811
38310,29995,30966.973
2312,29999,57230.32
19224,36000,32236.81
51539,37995,32947.848
22655,49999,44071.977
7150,45770,42752.16
44346,51000,65469.066
14456,10000,14747.709
15856,24000,30560.086
18128,20000,34663.57
36569,36000,59223.824
24799,34000,54607.734
8015,48950,42385.875
15414,7500,12518.447
31471,28000,30927.48
18231,21800,41372.312
1132,20990,34363.83
52619,51900,27592.578
2589,19795,18610.996
50712,31500,67438.81
53773,45000,43040.996
3710,6000,10072.796
27891,18995,44484.68
53307,29000,36527.195
44185,8995,16329.558
51868,15500,10361.954
48504,53500,52210.855
6595,73000,48475.44
28106,6500,7708.2056
6075,209000,31199.053
33847,8995,10966.377
50173,172900,54804.22
44741,15000,12035.724
22798,3000,6674.2944
36097,44900,44882.56
32734,45000,58976.434
28223,32471,62379.83
42718,79500,49277.875
634,22999,24839.76
51665,31000,55579.934
7360,19600,21760.6
32715,9900,9570.016
31847,12000,21791.164
20129,32500,65980.71
49669,26500,35338.86
48047,22500,20851.492
9376,24700,45172.605
42019,25500,45042.574
10082,43000,41544.406
16498,10400,7030.02
18581,13000,17147.727
15255,18300,31481.062
9169,30000,34148.23
221,17000,10505.3125
53199,76400,59891.7
40628,65990,66272.68
23599,6800,13737.013
49180,45999,64234.65
43000,19500,26885.938
49157,31000,45249.434
42012,32541,93025.695
40914,63500,59205.152
21735,12000,12370.727
17371,47500,63402.457
30115,39000,22128.176
35518,29500,58676.465
32534,95999,77575.96
50544,15000,12192.904
29726,15500,15656.753
15874,26500,32572.3
35185,11200,15311.486
33453,23000,36956.344
43216,7100,22370.184
21218,31953,26627.19
21577,4500,11371.463
7449,29500,55184.08
48058,38000,42010.566
11225,23000,29988.69
16012,11495,8870.985
1907,25000,27564.21
26973,65000,56680.914
16749,56900,85889.97
12007,15900,18769.592
27296,46500,50437.914
755,9999,12480.021
5836,23000,30322.098
49523,19500,14586.971
4258,70000,48462.836
10948,31500,45646.188
37725,10999,50018.66
1021,24999,27597.512
2668,38999,46634.54
21669,34950,43992.324
44952,6000,12221.018
29684,109900,71261.984
49115,82500,58441.168
44172,19000,38136.96
45945,52000,66406.97
8263,44500,44788.016
30450,8500,12967.655
33005,32368,28501.508
39410,18000,32281.473
20714,42000,51751.49
35195,99000,39877.785
24687,18500,32237.57
16707,8000,11898.104
639,37300,40757.05
30133,4200,7261.2427
32416,11800,12914.734
41919,25000,33490.902
52709,36000,51055.965
23061,22000,21179.807
42443,2000,10282.854
22568,5199,31683.572
38971,99750,75733.46
43006,11200,8398.425
43458,32850,32569.273
43905,15999,21727.217
35860,24899,35298.363
1936,69685,57659.043
27885,53000,66098.71
23241,120990,62144.13
50002,29600,33620.66
34593,91995,75061.17
12807,11500,13151.93
47052,65900,52604.844
7757,31500,43509.59
52879,18500,25920.266
7154,20500,32202.594
52185,12900,18289.143
14722,29000,21903.242
12948,42800,50947.54
10741,12990,28275.006
28109,105000,37837.77
66,19500,26652.658
51807,83999,65743.3
20251,27633,15488.592
25938,37000,34499.527
23474,12000,15783.729
29325,47500,47837.39
40438,29500,36083.17
38288,25990,31760.447
26318,15500,9953.606
46884,32500,38960.375
31827,29800,39127.04
47581,5995,17463.566
53437,57999,57356.758
45546,17000,12890.74
48308,8700,12419.041
30639,11500,22217.004
15144,22500,16249.882
42594,17390,27708.967
49637,15600,14923.736
40097,62000,67054.03
21630,14000,14804.975
34773,15000,18379.102
50136,18999,25643.066
5201,52500,26763.639
19884,23999,50573.008
13007,41000,46194.1
38823,4200,12295.458
36498,28500,16900.201
49140,60000,83294.76
23734,35500,43106.945
47143,24950,25927.787
39253,23500,20681.89
32874,34000,37409.117
26068,17000,27000.762
46447,9000,11327.325
2086,11900,24017.982
48350,7000,16343.188
20999,17000,21882.135
2384,52500,63763.26
16466,28000,28520.572
4014,254900,65110.715
32327,14195,23850.229
7729,17500,14667.601
37720,22500,19607.744
50576,17000,17863.291
2799,3499,17261.814
29741,10000,11883.586
3731,24980,38542.36
9647,42388,47598.32
53693,7200,6745.9536
50345,59500,62903.53
43532,12500,16706.53
22485,82000,51342.36
34784,20000,28829.812
22142,39884,31369.125
37108,55000,51366.81
31435,10500,16485.256
45223,12500,24868.465
12764,36500,27465.4
41506,10750,15587.036
23849,55000,43878.13
43064,15500,16983.654
49103,17500,46356.582
16733,12700,22200.648
37340,81900,61019.17
16769,99999,64309.504
52374,36000,46229.1
23182,9995,19837.242
51445,29800,28336.031
47163,24999,23962.541
38541,28000,31736.58
43282,68000,80272.01
53455,39985,52870.277
31144,143900,56722.074
7594,10900,14152.066
10185,75000,47770.027
38181,29500,31647.436
24971,14900,7769.5723
3549,71400,56756.258
35852,179900,57333.68
12367,22500,8611.227
34529,25500,33305.164
29244,9950,67196.23
3969,83999,39282.758
43903,30000,30666.082
16267,32999,28886.059
18343,27900,48285.586
52908,34700,48721.133
52310,25500,30204.764
32999,81900,22261.959
17718,18900,23847.94
20082,11000,9638.392
16037,26500,25602.143
22878,85495,28470.205
8257,3500,13867.628
40645,16750,24648.955
38872,2300,17698.746
25051,35500,39038.203
21686,41000,51538.75
3186,43000,38672.008
52552,39799,40356.625
6393,7200,13126.962
13771,25999,19919.65
28725,47995,51968.26
53255,17800,17738.19
32000,33995,50182.254
7984,20995,33948.883
50410,23300,13301.038
25204,31900,65469.066
51839,19975,23043.352
34862,38200,49122.85
17348,17500,23738.809
41541,22800,13612.639
40646,25000,21138.713
20089,33500,27018.91
33021,29000,30779.791
7927,22500,17893.621
8292,17498,17586.172
46405,45000,55983.81
47196,45000,48568.043
35007,59900,40260.59
35279,25307,35522.016
30720,5500,13510.47
21410,40000,57355.242
45509,5699,21736.986
35758,68750,57560.973
52322,18300,25653.102
7422,11995,7349.4214
31518,87500,83058.43
21661,21000,25003.656
4564,72950,57014.105
30633,25500,18011.576
21521,43500,46270.85
52397,25700,36861.57
4286,14900,10875.991
25646,31113,47821.805
9760,40999,31882.273
19440,92500,58171.316
15374,89995,46029.77
3196,70250,65000.83
50951,53000,46346.42
4529,32000,31812.127
25943,56000,65712.87
32403,26900,40914.46
53597,69645,49344.176
52333,30000,23480.965
47303,12950,27519.402
4229,23995,29241.162
2203,7500,12126.897
12198,24999,24503.719
8953,46500,58758.56
29998,29999,24926.172
25122,68000,71025.67
22112,33500,21661.205
41960,2500,10251.819
1306,73897,116223.93
30156,48999,66752.53
7510,84500,51893.625
20093,63000,69899.44
12293,20900,24940.232
12994,9000,12734.731
27752,44500,31820.99
17860,37400,50807.117
36055,18500,27614.34
46396,16000,15806.42
49759,33000,22716.887
46464,65000,30746.451
7577,76500,47565.69
49480,24900,18702.723
33725,78350,57900.15
44659,19000,29795.244
8841,28450,15531.032
33944,12900,13587.013
33344,35645,50097.727
29206,17500,21190.682
47730,28000,27471.74
5698,14000,12389.678
31802,31000,23301.771
32388,36800,44106.996
30034,45900,52526.633
32829,15000,31297.695
930,12500,20948.264
45177,33687,43076.465
46495,16000,25397.717
662,5100,8041.9463
15527,10995,14135.397
39566,37995,33381.406
26471,229900,32110.436
51715,17500,21212.006
22952,29500,12499.015
53698,22500,22555.11
41590,84000,66098.52
16321,15000,19093.465
23511,32000,48588.074
2609,19900,14294.723
6002,10400,13772.948
26848,15400,24201.71
52432,12000,12086.236
25740,22495,30350.826
43251,44646,60133.61
28786,36500,33238.547
45439,95000,50152.094
29379,38000,46633.848
37929,50000,49816.42
42463,21865,23837.236
16312,15000,18106.242
175,41927,35737.957
23594,17500,21788.953
12781,47645,29218.957
47418,76740,67985.91
16580,9900,9482.192
42851,175000,91672.43
50034,79950,68251.67
25177,17500,14292.888
7563,10900,14640.24
2706,16000,24732.908
45628,10000,9972.641
39704,18000,26971.553
13457,38000,27626.52
21371,45999,68870.2
43643,4500,8932.433
29736,50900,36578.887
2747,42590,71964.81
25363,14500,13260.467
31213,33242,32735.805
8867,17999,24596.807
730,51899,108590.62
323,30999,32983.81
40205,6500,8731.803
29191,49999,44863.875
33132,24000,24535.895
4674,40250,38937.156
44524,45950,44547.395
10182,14000,23346.24
48384,6500,11331.864
34815,69000,59699.97
29308,19999,15208.879
1960,8500,14543.105
29092,13250,15239.465
18853,17800,22118.604
24436,17000,11308.384
8456,19425,35216.46
53981,52000,47721.785
40139,45500,57715.543
32291,70000,48972.824
9124,34000,45732.418
45921,22999,22291.959
10453,43500,43739.29
21072,16000,11375.604
16513,46199,63885.324
30740,72999,42943.395
26957,12000,24067.738
1727,32541,65621.555
2337,35500,50122.63
14027,19900,28475.385
48860,41900,51300.2
9073,5995,14596.092
23446,139500,52537.086
44121,20900,34186.637
531,51999,40070.0
22438,60500,44642.98
21156,46999,65711.01
49678,41000,37990.094
42387,6500,15181.02
7049,4000,10565.197
52359,15000,12600.868
7517,18999,26595.445
4347,15900,23875.418
18036,41999,68433.305
48745,37000,38485.996
26180,8500,25634.553
35744,18500,28015.467
33018,33900,31779.295
6427,17500,14820.172
10589,32999,26246.002
12553,19999,41295.9
16935,85000,46102.383
25262,26000,20107.402
8527,10500,13700.428
11771,28500,33874.082
42556,8999,16437.482
54083,55000,59831.785
35308,28000,17302.46
52969,14000,25990.217
3108,24900,24647.41
34349,17000,22448.828
36980,47999,62255.004
46594,7000,8748.519
42086,11000,15240.676
19044,25000,41481.348
26028,35690,44088.48
48546,40000,57519.5
24898,36500,50978.19
4044,17800,20265.996
39246,9750,13018.666
32240,18000,32790.68
28492,16999,25089.547
38108,6500,12177.467
16577,5800,18019.184
29174,13600,13075.108
19063,27499,28181.812
11870,12000,21553.037
18756,100000,64162.26
43106,12995,19574.89
27932,53722,40099.65
26486,19900,26769.797
10392,22500,20360.082
40659,30499,25610.6
44543,27500,35787.312
51524,33687,38097.77
9650,33000,48987.152
34261,32000,78175.586
12194,59400,60661.133
33401,48000,37240.5
46785,36570,27546.059
43496,34700,32344.215
47487,104900,78858.92
48987,28500,25853.844
32577,41000,44944.82
29958,15000,15682.781
2891,14500,12714.417
24861,87500,99910.56
13028,16800,23684.379
20963,7500,8916.55
44290,19977,28626.445
17972,10500,46424.684
3998,13750,34818.016
42584,41500,48905.508
43612,2500,21701.771
10385,12750,13340.375
12306,29000,24239.11
31664,50999,48050.85
22289,14999,19306.537
16072,80300,58596.832
30890,5500,9151.102
51702,13500,19872.059
5262,26000,27571.072
44960,28900,41084.848
15172,14500,19401.447
5469,25000,41661.973
31682,31000,23985.656
7337,90000,80600.086
17190,58000,58413.65
35165,22500,44837.254
11954,25900,58381.953
22693,51500,62161.85
23827,28495,39615.836
31349,8100,27180.648
1530,30999,23772.021
38702,239995,56946.758
51008,55999,44064.516
20186,41500,41498.945
24646,41500,62897.58
33381,20900,13465.558
11745,60000,30174.46
16170,29000,55769.914
6596,13998,12875.445
50593,5800,14620.228
16363,6500,9548.927
11590,31500,24886.342
32767,28500,44908.88
10524,16000,20615.973
34298,55999,58057.543
50495,19000,41338.727
4844,68000,56765.17
8618,12000,27480.703
14512,28998,40132.55
41585,16000,34180.977
3685,10000,11933.342
27789,40999,40947.652
47899,29999,26073.799
51991,11500,7001.3447
48014,9900,7478.1455
23097,23995,31662.041
16098,41400,34685.492
32972,14500,26349.932
5323,3600,10242.545
53154,72777,54094.375
1019,23000,38936.83
16126,41950,41795.285
6424,12000,15970.605
47715,6500,12421.916
21017,15900,17454.914
5123,39857,50974.887
33808,19550,32158.557
18655,14000,20623.523
27720,31450,38394.258
31377,20000,53092.195
22597,13800,9751.965
10699,33499,24100.438
22301,16000,24761.0
11224,10500,11245.717
15360,42995,36142.324
28380,67900,45663.367
27969,32500,32101.6
31266,34500,63187.53
50152,5700,9847.207
40177,21499,38156.496
10832,21900,23709.754
17444,185000,40468.066
11178,44000,62077.87
1877,12000,20236.836
23643,69500,48956.273
23628,43000,64638.39
4742,52000,62093.316
40744,15999,19134.51
42118,40000,43199.273
23828,67000,56533.992
3913,14500,7781.607
29894,37999,34884.664
51964,6700,21715.66
18808,27700,37514.086
427,75500,84508.375
41040,5700,5988.9214
43367,9999,8881.933
21886,30775,21165.812
47123,32000,28613.732
12642,31380,26617.074
33915,45000,53779.59
10636,18900,16387.617
33115,67000,61769.06
5611,9995,12684.755
32162,14500,22855.002
47440,7350,9840.489
49693,46999,43824.66
50668,48000,54225.617
21029,41500,59515.2
7214,39650,42558.043
23024,12000,17215.436
25900,5900,10434.354
46979,29000,32862.38
42573,42691,44654.848
27530,15000,26452.537
54178,26500,22946.174
50785,24200,25303.678
3573,43500,44071.52
4506,57900,64747.516
1833,79990,55786.332
29001,98900,66274.234
20167,9995,12911.336
39684,37900,56566.137
32447,22999,37144.832
22089,29995,28583.62
15323,6999,11157.297
54201,44500,43860.535
32120,19500,21482.492
2058,52000,43113.664
34381,49000,57230.32
53285,64000,56498.176
51658,76740,32665.627
17543,45480,52225.477
7447,38900,44451.14
18946,4399,12918.847
4021,53500,69979.586
13257,78000,61283.184
22242,144900,77021.836
28904,16800,10031.56
8158,74900,73088.445
27496,84645,50140.85
44466,39000,33507.8
50092,63000,40342.75
25008,62500,66737.85
7733,14999,47363.656
30913,36000,58457.145
18185,24500,24933.18
40614,24000,34420.35
7551,72000,29751.357
52563,8000,13644.838
28552,35800,25909.584
29575,21400,26765.375
38884,35500,24413.463
6873,97500,67298.85
17172,11500,13931.865
2520,23000,29057.148
46252,2500,10494.926
3206,55999,56756.258
37239,73000,42020.56
27009,19995,26159.428
5768,21900,24859.473
8408,49900,41367.574
48414,9499,19490.41
2636,35273,42703.188
14525,155700,79773.47
7974,4500,8707.167
38166,25000,43359.605
44164,12900,15091.604
18791,6500,16208.788
25088,10500,24781.877
31907,34955,51953.02
28313,32000,35127.348
48576,23600,22627.71
5447,28600,39977.75
12420,40000,36496.742
53122,18000,26452.3
41631,4999,28355.053
49363,53000,50823.32
28691,36000,34536.78
37870,32000,26106.457
53931,8500,12625.852
38045,35000,47533.902
19439,54995,43011.547
22630,220000,13535.6875
15543,30000,20892.793
3702,4400,12030.286
20047,19500,29822.451
25549,19900,43011.414
3024,39777,30172.455
19567,3500,38926.555
47477,15900,16257.04
42089,19950,20751.627
47857,45000,63740.42
7,25500,33143.418
22310,14999,16721.545
8742,45000,50955.945
14703,67000,65796.48
34132,27500,32555.49
37709,6450,8406.856
7674,20499,29149.15
14872,33490,63708.35
36991,85500,43909.156
2013,60200,49069.48
12158,29000,53682.215
46229,95000,62343.52
13683,35200,45625.215
16684,14750,17783.541
13807,39750,31229.928
21505,28000,60353.117
44747,27875,48893.734
52844,57000,46081.836
33305,16000,21435.967
25434,35387,43205.45
48516,65994,59043.895
31892,28999,29821.857
47778,17498,25740.982
5590,68000,56568.39
1449,10000,10714.712
2985,133500,79910.8
1943,42995,40915.28
3579,4900,9988.018
22390,25500,22566.674
46619,69250,56006.312
29592,4200,9838.772
28812,43000,53591.08
38303,21900,19555.672
49219,19600,20252.42
38961,169000,74328.16
41838,48000,45113.207
53712,61950,56567.805
42641,22500,17494.379
27234,67000,58708.54
18799,31999,58933.69
51197,30989,27786.205
11228,26095,35199.0
12586,49999,8712.092
36792,43500,45780.082
15428,24999,26295.92
38113,62000,54904.336
10292,52000,56991.344
48470,15999,15040.684
34629,9500,8924.666
38095,30000,59561.86
5826,21000,63588.496
21998,22800,13218.678
39884,8500,8536.663
39361,11000,10443.102
8107,42242,35093.836
53292,20995,26678.17
49701,21590,19585.13
13077,12500,25089.547
13929,48000,68753.04
10792,46500,45763.53
21576,14950,9963.815
7798,16500,24445.39
10212,22500,19918.695
37518,16000,24998.371
32219,18900,20345.799
33569,17999,15413.953
44516,15500,20801.14
37063,94999,72010.016
40513,59995,76828.92
2910,36000,36929.574
11089,29950,30287.18
30225,15990,19626.354
30342,13500,31221.95
21883,68420,69356.18
27775,34000,22966.574
31756,8200,13964.482
27786,11495,15496.413
14930,97555,56371.766
40505,42950,30072.873
37242,29500,49673.188
868,20500,19702.412
24909,19500,25545.926
11298,8500,9738.581
42339,28495,45399.453
48059,28000,29585.193
47028,16000,30582.484
21233,47999,49562.305
29735,66500,52234.98
52555,38000,32944.113
5118,72000,56030.016
26250,18000,29969.605
9393,30999,27975.914
42212,92500,17983.715
17654,15500,13539.606
28231,39985,27218.098
50142,12500,15948.098
37006,64995,46535.75
32191,26125,22882.523
21559,8000,10867.376
2559,17999,20831.627
14150,7500,24216.896
6592,34562,48212.805
49983,22500,56552.723
22920,27500,30444.08
24602,13500,21642.045
46466,33500,25979.277
53676,16000,13011.289
29488,16500,24504.854
21322,38500,43070.113
1874,41000,51471.99
50553,29000,32347.793
43487,82000,67083.83
4764,20000,26364.23
4008,25925,38752.527
27614,11500,15094.502
44004,23995,39944.258
25451,20900,62958.5
44149,41000,52359.223
39208,18000,24632.004
46460,35000,24642.146
11696,59500,67422.49
21495,188500,112265.664
2063,18200,16630.246
23319,65999,42136.254
7410,38000,48249.145
45126,41400,32889.273
31676,15500,18960.508
27011,24995,27237.314
7035,51074,44702.75
39872,3500,13380.01
43124,9200,11122.075
46694,6750,12605.555
16387,65900,32929.414
39853,24950,30545.45
6570,68000,71933.66
223,5800,27410.121
37261,15900,18224.328
39334,95500,61766.105
19095,67000,72374.836
2347,9875,13099.078
20884,36950,22110.42
14333,20500,26961.928
34890,15000,26741.027
38091,18500,17041.29
50081,41500,27813.527
2400,6500,5713.9146
4003,33500,35675.176
22906,37000,31406.82
35103,47500,61160.69
33826,24000,17277.725
33523,21000,32983.81
34810,15000,12525.622
19881,9500,10881.899
36526,11000,8026.612
33785,22500,30541.936
19854,28450,22626.277
28490,7800,30274.705
51478,60995,34976.29
43563,77900,81731.0
7367,31000,21260.951
44833,73000,62077.83
43765,139500,81708.28
40210,38000,30804.047
27433,72999,55367.445
50216,31700,27076.771
36695,19800,36518.84
16030,32300,37809.79
3144,159000,81077.4
53114,30775,46688.105
40994,7900,9194.884
34447,112500,56607.9
28260,54500,83101.695
50600,28250,39144.18
32494,36999,40621.242
37064,24950,29937.566
23927,24500,28957.717
40787,25900,50630.457
26096,27500,26518.219
22846,9875,19555.672
30451,38500,34230.98
42368,9000,16607.201
36400,42000,48235.367
10769,52000,52190.3
25949,11400,16659.354
1850,15000,12909.358
1138,34995,29748.61
39464,25999,41054.676
14305,17599,19494.484
16942,10995,18410.512
50016,36000,36449.99
26596,17999,27757.271
35977,29500,56234.863
5304,21500,33063.438
42400,12500,13369.308
330,12000,15933.723
41893,35999,42911.824
30512,18000,16299.62
51985,7900,10665.044
31639,20500,27823.271
40207,50000,46033.52
27769,26000,27063.238
20862,94900,64363.46
37224,110000,86254.75
30224,7495,11229.89
16501,72980,48720.63
40261,3999,13468.79
16168,47500,68206.92
30088,20000,17068.191
53242,37400,38996.098
22706,99999,42167.914
19778,41741,59555.29
12061,6500,10601.231
49127,7495,11414.085
53283,4000,9997.052
11066,35999,29441.297
2814,9450,10353.854
35038,20999,13606.862
979,10995,21271.463
20510,14800,15092.67
4164,23000,23404.422
3601,14900,21506.666
15275,21000,37481.754
27543,85950,91055.47
13817,49999,62035.89
40506,38999,35306.42
33293,84500,52845.418
44907,159500,52981.426
40789,27900,46093.516
52271,48149,40634.08
42884,29950,30916.63
1099,48990,40646.434
49920,32000,32455.436
16952,31000,28868.375
6694,10000,28191.094
40916,32107,59388.773
45239,20900,13002.728
45147,20000,28650.615
11921,40500,30986.713
48623,3600,11052.104
36708,38000,26768.867
33876,51900,54041.89
30305,38500,34268.605
30480,15500,24233.596
20935,13500,35329.863
